yacht_id,builder,length_m,price_eur,segment,age_years,location,cabins,crew_count,annual_crew_cost_eur,annual_maintenance_cost,operating_cost_ratio,charter_rate_weekly_eur,charter_demand_score,annual_charter_revenue,roi_years,fuel_consumption_lph,estimated_range_nm,efficiency_score,total_cost_5yr,investment_grade,beam_m,draft_m,gt,year_built,crew,max_speed_knots,cruise_speed_knots,fuel_capacity_l,recent_refit,price_per_meter,market_segment_score,builder_reputation_score,location_premium_mult,age_depreciation_factor,condition_factor,price_per_cabin,price_per_gt,length_to_beam_ratio,volume_efficiency,cabins_per_10m,crew_cost_per_1m_eur,maintenance_rate,fuel_efficiency,charter_yield_annual,efficiency_per_length,age_squared,log_length,log_price,log_price_per_meter,segment_encoded,builder_encoded,location_encoded,total_annual_cost,investment_return_10yr,break_even_charter_years,net_present_value,is_luxury_segment,is_large_yacht,is_efficient,is_good_investment,overall_quality_score,investment_attractiveness
YHT279,Abeking,49.6,33990000.0,Premium-Luxury,7.6,Fort Lauderdale,8,,220000.0,2586100.0,0.0825556175880053,37000.0,1.226,738400.0,46.0,0.1,5151424.0,67784712.8,48021100.0,B-Grade,8.6,3.6,18.0,2017.0,4.0,26.0,21.8,410848.0,1.0,685282.2580645161,50.0,110.0,1.12,0.586,0.863,4248750.0,1888333.3333333333,5.767441860465117,0.04219804951237809,1.6129032258064515,4435.4838709677415,0.076084142394822,51514240.0,0.021724036481318036,1366627.2741935484,57.76,3.903990833730882,17.3415769216723,13.437586087941417,1,0,4,2806100.0,14031100.0,46.03196099674973,35076250.0,0,0,1,0,13556995.6,15.19
YHT635,Amels,48.1,33960000.0,Premium-Luxury,3.7,Dubai,8,,220000.0,2216500.0,0.0717551810000906,34000.0,1.18,686700.0,49.4,0.1,4131602.0,40682061.0,46139200.0,B-Grade,7.7,2.8,15.0,2021.0,4.0,26.0,22.5,408688.0,1.0,706029.106029106,50.0,115.0,1.18,0.77,0.951,4245000.0,2264000.0,6.246753246753247,0.040500040500040496,1.663201663201663,4573.804573804574,0.06526796230859835,41316020.0,0.0202208480565371,845780.8939708939,13.690000000000001,3.8732821771117156,17.34069391940742,13.467411742295704,1,2,3,2436500.0,12179200.0,49.45391000436872,30456250.0,0,0,0,0,8136466.7,15.2
YHT679,Oceanco,47.6,33920000.0,Premium-Luxury,4.2,Italian Riviera,7,,385000.0,2190200.0,0.0759123697326464,37000.0,1.1,732700.0,46.3,0.1,3913037.0,50260427.4,46800100.0,B-Grade,9.1,3.9,19.0,2020.0,7.0,26.0,23.0,315390.0,1.0,712605.0420168067,50.0,115.0,1.1,0.744,0.876,4845714.285714285,1785263.1578947369,5.230769230769231,0.0438636993258842,1.4705882352941178,8088.235294117647,0.06456957547169812,39130370.0,0.02160082547169811,1055891.331932773,17.64,3.8628327612373745,17.339515368887977,13.476682607650602,1,12,6,2575200.0,12880100.0,46.29452709157909,32190000.0,0,0,0,0,10052140.0,15.2
YHT523,Oceanco,41.7,33820000.0,Premium-Luxury,7.3,Monaco,6,,275000.0,2665800.0,0.0869630957804564,40000.0,1.15,800100.0,42.3,0.1,5910892.0,73894690.5,48520300.0,B-Grade,6.3,2.4,9.0,2017.0,5.0,26.0,20.3,469815.0,1.0,811031.175059952,50.0,115.0,1.15,0.599,0.949,5636666.666666667,3757777.777777778,6.6190476190476195,0.0342583076396026,1.4388489208633093,6594.7242206235005,0.07882318154937906,59108920.0,0.023657599053814312,1772054.928057554,53.29,3.730501128804756,17.336562901434707,13.606061772629953,1,12,7,2940800.0,14700300.0,42.26971628546432,36760000.0,0,0,1,0,14778992.6,15.19
YHT389,Feadship,55.2,33790000.0,Luxury,10.2,Singapore,9,,550000.0,1780000.0,0.0689647058097845,42000.0,1.218,844900.0,40.0,0.1,4281275.0,36711830.8,45436200.0,B-Grade,8.5,3.7,20.0,2014.0,10.0,26.0,21.8,521620.0,0.0,612137.6811594203,75.0,125.0,1.15,0.49,0.782,3754444.4444444445,1689500.0,6.4941176470588236,0.04262574595055413,1.6304347826086958,9963.768115942028,0.052678307191476766,42812750.0,0.025004439183190293,665069.3985507245,104.03999999999999,4.01096295328305,17.335675458690474,13.324712505407422,2,7,8,2330000.0,11646200.0,39.99289856787786,29125000.0,0,0,0,0,7342433.7,22.7
YHT269,Sunseeker,46.5,33740000.0,Premium-Luxury,4.7,Croatia,7,,385000.0,1836800.0,0.0658479949038996,36000.0,1.03,713200.0,47.3,0.1,6049426.0,83999698.8,44849700.0,B-Grade,7.1,3.0,12.0,2020.0,7.0,26.0,19.9,403334.0,0.0,725591.3978494623,50.0,105.0,1.03,0.718,0.938,4820000.0,2811666.6666666665,6.549295774647888,0.03634711494775102,1.5053763440860215,8279.569892473119,0.054439834024896265,60494260.0,0.021138114997036158,1806445.135483871,22.090000000000003,3.8394523125933104,17.334194635082095,13.494742322488786,1,14,2,2221800.0,11109700.0,47.30790802019069,27772500.0,0,0,1,0,16799991.3,15.2
YHT120,Heesen,49.1,33740000.0,Premium-Luxury,3.2,Italian Riviera,7,15.0,881394.977451508,3351460.968931483,0.1254551258560459,32733.69017556716,0.8216712010063174,537926.6103985392,62.72231071633117,178.8752920814652,3270.329703161524,18.28273578260388,54904279.73191495,B-Grade,,,,,,,,,,687169.0427698574,,,,,,4820000.0,,,,1.4256619144602851,17951.01787070281,0.09933197892505878,18.282735782603876,0.01594329017185949,0.3723571442485515,10.240000000000002,3.893859034800475,17.334194635082095,13.440335600281621,1,9,6,4232855.946382991,21164279.731914952,62.72231071633117,52910699.32978739,0,0,0,0,,
YHT283,Ferretti,65.5,33610000.0,Luxury,13.3,St. Barts,10,,440000.0,2500200.0,0.0874927910037604,38000.0,1.406,769500.0,43.7,0.1,4110931.0,30896757.8,48306400.0,B-Grade,12.3,4.6,54.0,2011.0,8.0,22.0,18.5,523271.0,0.0,513129.7709923664,75.0,110.0,1.22,0.393,0.746,3361000.0,622407.4074074074,5.32520325203252,0.06702662446471792,1.5267175572519085,6717.557251908397,0.07438857482891996,41109310.0,0.022894971734602795,471706.2259541985,176.89000000000001,4.182050142641207,17.330334199701287,13.148284057060081,2,8,11,2940200.0,14696400.0,43.67771280051982,36752500.0,0,1,0,0,6179414.6,22.69
YHT869,Amels,48.5,33580000.0,Premium-Luxury,6.7,Spanish Coast,8,,385000.0,1800500.0,0.0650796242315863,39000.0,1.08,776500.0,43.2,0.1,3995484.0,42276460.5,44509400.0,B-Grade,7.8,3.4,16.0,2018.0,7.0,26.0,19.9,405407.0,0.0,692371.1340206185,50.0,115.0,1.08,0.626,0.898,4197500.0,2098750.0,6.217948717948718,0.042294475284166,1.6494845360824741,7938.144329896907,0.05361822513400834,39954840.0,0.02312388326384753,871679.5979381443,44.89,3.8815637979434374,17.32944120961367,13.44787741167023,1,2,10,2185500.0,10929400.0,43.24533161622666,27318750.0,0,0,0,0,8455346.6,15.2
YHT232,Abeking,42.2,33480000.0,Premium-Luxury,6.9,Spanish Coast,6,15.0,841234.3942186481,2613010.1643502368,0.1031733739118543,34909.127901159205,0.9195132943094662,641988.143957308,52.15049579206311,127.60660210747712,2957.2480399912524,23.17472600281684,50751222.79284442,B-Grade,,,,,,,,,,793364.9289099525,,,,,,5580000.0,,,,1.4218009478672986,19934.464317977443,0.07804689857676932,23.174726002816843,0.01917527311700442,0.5491641232894985,47.61000000000001,3.742420221041966,17.32645880358555,13.584038582543583,1,0,10,3454244.5585688846,17271222.792844422,52.15049579206311,43178056.98211106,0,0,0,0,,
YHT195,Feadship,44.0,33440000.0,Premium-Luxury,3.1,South of France,6,15.0,837988.5694388386,2301446.749420099,0.0938826351333414,36950.64738046748,0.6722301380509333,496786.7757928603,67.31258082832524,162.27035945460833,3075.6019741562286,18.95356603937617,49137176.59429468,B-Grade,,,,,,,,,,760000.0,,,,,,5573333.333333333,,,,1.3636363636363635,19045.194759973605,0.06882316834390248,18.953566039376174,0.014856063869403717,0.4307628645312766,9.610000000000001,3.784189633918261,17.325263346180776,13.541073712262515,1,7,9,3139435.3188589374,15697176.594294682,67.31258082832524,39242941.48573671,0,0,0,0,,
YHT008,Heesen,43.1,33380000.0,Premium-Luxury,0.3,South of France,6,15.0,882557.6046864681,2082463.021477432,0.0888262620180916,30152.07907256769,0.7808871763559229,470907.437764758,70.88441872662668,163.49638984333208,2671.260568267945,16.338345885359544,48205103.1308195,B-Grade,,,,,,,,,,774477.958236659,,,,,,5563333.333333333,,,,1.3921113689095126,20476.974586692995,0.06238654947505788,16.338345885359548,0.014107472671203056,0.37907995093641633,0.09,3.763522997109702,17.323467476197962,13.55994447908826,1,9,9,2965020.6261639,14825103.1308195,70.88441872662668,37062757.82704875,0,0,0,0,,
YHT217,Oceanco,48.4,33180000.0,Premium-Luxury,19.2,South of France,6,15.0,767038.1089096821,2406452.720479445,0.0956446904577796,32675.74102596493,0.626142536319577,409193.42724238674,81.08634643426407,137.4887459698094,4186.890447633729,30.452604815765152,49047454.14694564,B-Grade,,,,,,,,,,685537.1900826447,,,,,,5530000.0,,,,1.2396694214876034,15847.894812183516,0.07252720676550467,30.452604815765152,0.012332532466618045,0.6291860499125032,368.64,3.879499813722586,17.317457842726572,13.437958029003987,1,12,9,3173490.829389127,15867454.14694564,81.08634643426407,39668635.367364086,0,0,0,0,,
YHT268,Royal Huisman,41.6,33160000.0,Premium-Luxury,0.7,Fort Lauderdale,6,,440000.0,1840100.0,0.0687673527371952,41000.0,1.195,822600.0,40.3,0.1,5665336.0,73373874.5,44556500.0,B-Grade,7.8,3.1,12.0,2024.0,8.0,26.0,19.8,467704.0,0.0,797115.3846153846,50.0,105.0,1.12,0.955,0.955,5526666.666666667,2763333.3333333335,5.333333333333334,0.036982248520710054,1.442307692307692,10576.923076923076,0.05549155609167672,56653360.0,0.024806996381182146,1763795.0600961538,0.48999999999999994,3.728100167267218,17.31685488823137,13.58875472096415,1,13,4,2280100.0,11396500.0,40.311208363724774,28501250.0,0,0,1,0,14674826.4,15.2
YHT110,Heesen,42.8,33130000.0,Premium-Luxury,9.9,Spanish Coast,6,15.0,819416.5563175376,2917942.3614399927,0.1128089018339127,29921.728263999543,0.9339720947197196,558921.184487238,59.27490479788116,148.01648272441236,2522.6886249344266,17.04329530401927,51816794.58878765,B-Grade,,,,,,,,,,774065.4205607477,,,,,,5521666.666666667,,,,1.4018691588785048,19145.24664293312,0.08807553158587361,17.04329530401927,0.016870545864389918,0.39820783420605776,98.01,3.756538102587751,17.315949774276078,13.559411671688327,1,9,10,3737358.91775753,18686794.588787653,59.274904797881156,46716986.47196913,0,0,0,0,,
YHT398,Sunseeker,49.5,33130000.0,Premium-Luxury,4.4,Singapore,8,,220000.0,2295800.0,0.075932829937438,31000.0,1.051,628900.0,52.7,0.1,2667689.0,25971212.2,45710200.0,B-Grade,7.9,3.1,17.0,2020.0,4.0,26.0,22.0,300311.0,0.0,669292.9292929292,50.0,105.0,1.15,0.736,0.867,4141250.0,1948823.5294117648,6.265822784810126,0.0434727017005498,1.6161616161616164,4444.444444444444,0.06929670993057652,26676890.0,0.018982795049803804,524670.9535353535,19.360000000000003,3.901972669574645,17.315949774276078,13.413977104701434,1,14,8,2515800.0,12580200.0,52.67928128478295,31447500.0,0,0,0,0,5194293.9,15.19
YHT037,Feadship,49.1,33080000.0,Premium-Luxury,6.9,Monaco,7,15.0,840664.7696253567,3209140.8193168803,0.1224245945871293,33125.21732795147,0.8259364533050466,547186.4902961422,60.45470892765794,146.461055450119,4517.806354675378,30.846468645134344,53329027.94471119,B-Grade,,,,,,,,,,673727.0875763748,,,,,,4725714.285714285,,,,1.4256619144602851,17121.482069762864,0.09701151207124789,30.846468645134344,0.016541308654659678,0.628237650613734,47.61000000000001,3.893859034800475,17.314439428119766,13.42058039331929,1,7,7,4049805.588942237,20249027.944711193,60.45470892765794,50622569.86177796,0,0,0,0,,
YHT544,Amels,46.2,32860000.0,Premium-Luxury,6.0,St. Barts,7,,275000.0,2365300.0,0.0803551714365897,39000.0,1.35,779100.0,42.2,0.1,4333981.0,51683843.3,46059500.0,B-Grade,7.6,3.2,14.0,2018.0,5.0,26.0,23.3,359259.0,1.0,711255.4112554112,50.0,115.0,1.22,0.656,0.886,4694285.714285715,2347142.8571428573,6.078947368421053,0.03987240829346093,1.5151515151515151,5952.380952380952,0.0719811320754717,43339810.0,0.023709677419354837,1118697.9069264068,36.0,3.832979798087693,17.307766670573397,13.474786872485703,1,2,11,2640300.0,13199500.0,42.17687074829932,33003750.0,0,0,0,0,10336823.2,15.2
YHT733,Royal Huisman,43.9,32830000.0,Premium-Luxury,0.7,South of France,7,,275000.0,2518700.0,0.0851033178737608,38000.0,1.12,759600.0,43.2,0.1,3921492.0,41067316.3,46795300.0,B-Grade,7.4,2.8,11.0,2024.0,5.0,26.0,20.1,410470.0,0.0,747835.9908883827,50.0,105.0,1.12,0.951,0.981,4690000.0,2984545.4545454546,5.932432432432432,0.0338607400110817,1.5945330296127564,6264.236902050114,0.07671946390496497,39214920.0,0.023137374352726166,935474.1753986332,0.48999999999999994,3.7819143200811256,17.306853289477775,13.524938969396649,1,13,9,2793700.0,13965300.0,43.220115850447606,34921250.0,0,0,0,0,8213514.8,15.19
YHT226,Heesen,49.3,32560000.0,Premium-Luxury,9.3,Spanish Coast,7,15.0,906671.2947725524,2721321.162425078,0.1114248297665119,33408.29458306586,0.6097603126226152,407421.0429831732,79.91732523581203,142.58771335827788,3542.7145727169463,24.84586146504239,50699962.28598815,B-Grade,,,,,,,,,,660446.247464503,,,,,,4651428.571428572,,,,1.4198782961460445,18390.898474088284,0.08357865977963999,24.84586146504239,0.012512931295552003,0.5039728491895008,86.49000000000001,3.8979240810486444,17.298595099098613,13.40067101804997,1,9,10,3627992.4571976303,18139962.285988152,79.91732523581202,45349905.71497038,0,0,0,0,,
YHT688,Sunseeker,42.1,32230000.0,Premium-Luxury,2.1,Antibes,7,,330000.0,1731700.0,0.0639689829588238,38000.0,1.261,764100.0,42.2,0.1,3484639.0,42746451.6,42538300.0,B-Grade,8.1,3.4,15.0,2022.0,6.0,26.0,22.7,305790.0,1.0,765558.1947743468,50.0,105.0,1.25,0.865,0.949,4604285.714285715,2148666.6666666665,5.197530864197531,0.04398697985396323,1.66270783847981,7838.4798099762465,0.053729444616816634,34846390.0,0.0237077257213776,1015355.1448931117,4.41,3.7400477406883357,17.28840825379162,13.548360513103285,1,14,0,2061700.0,10308300.0,42.18034288705667,25771250.0,0,0,0,0,8549341.8,15.2
YHT176,Feadship,42.6,32160000.0,Premium-Luxury,1.3,Italian Riviera,6,15.0,887038.7436777018,1732997.2962396955,0.0814687823357399,32720.264005370347,0.6547274523675846,428457.1018606181,75.06002318631658,139.29529576878863,3672.717987716544,26.36641795723496,45260180.19958699,B-Grade,,,,,,,,,,754929.5774647887,,,,,,5360000.0,,,,1.4084507042253522,20822.505720133846,0.05388673184824924,26.36641795723496,0.013322671077755538,0.6189299989961259,1.6900000000000002,3.751854253275325,17.28623400227504,13.534379748999715,1,7,6,2620036.0399173973,13100180.199586987,75.06002318631658,32750450.498967465,0,0,0,0,,
YHT152,Lürssen,46.7,31960000.0,Premium-Luxury,4.1,South of France,6,15.0,850983.6157122732,3022046.695689517,0.1211836768273401,35042.48638052412,0.6859761514363028,480766.1988814198,66.47721922705902,126.83270621614916,3733.085409420114,29.433144815645303,51325151.55700895,B-Grade,,,,,,,,,,684368.3083511777,,,,,,5326666.666666667,,,,1.284796573875803,18222.34723152619,0.09455715568490354,29.4331448156453,0.015042747148980594,0.6302600602921906,16.81,3.8437441646748516,17.27999567886235,13.436251514187497,1,11,9,3873030.31140179,19365151.557008952,66.47721922705902,48412878.89252237,0,0,0,0,,
YHT410,Abeking,44.7,31940000.0,Premium-Luxury,6.9,Dubai,7,,385000.0,1282200.0,0.0522009864934135,37000.0,1.18,745700.0,42.8,0.1,3937069.0,41297758.0,40274000.0,B-Grade,7.4,2.8,12.0,2018.0,7.0,26.0,22.8,398142.0,1.0,714541.3870246084,50.0,110.0,1.18,0.618,0.941,4562857.142857143,2661666.6666666665,6.04054054054054,0.036277888626881916,1.565995525727069,8612.975391498881,0.04014402003757044,39370690.0,0.023346900438321855,923887.2035794182,47.61000000000001,3.7999735016195233,17.27936970075114,13.479396199131617,1,0,3,1667200.0,8334000.0,42.832238165482096,20840000.0,0,0,0,0,8259604.6,15.2
YHT946,Amels,40.5,31890000.0,Premium-Luxury,4.5,Fort Lauderdale,6,,440000.0,1426200.0,0.0585209608080791,39000.0,1.172,778300.0,41.0,0.1,5167683.0,62208691.0,41220900.0,B-Grade,8.1,3.2,14.0,2020.0,8.0,26.0,23.1,406520.0,0.0,787407.4074074074,50.0,115.0,1.12,0.73,0.988,5315000.0,2277857.1428571427,5.0,0.042676421277244324,1.4814814814814814,10864.197530864198,0.044722483537158984,51676830.0,0.0244057698338037,1536017.061728395,20.25,3.7013019741124933,17.27780303898624,13.576501064873748,1,2,4,1866200.0,9330900.0,40.9739175125273,23327500.0,0,0,1,0,12441792.7,15.2
YHT826,Sunseeker,45.4,31880000.0,Premium-Luxury,8.0,Spanish Coast,7,,385000.0,1976100.0,0.0740738893026696,33000.0,1.08,651200.0,49.0,0.1,4253919.0,53508703.9,43681100.0,B-Grade,8.0,3.3,15.0,2017.0,7.0,26.0,22.9,362693.0,0.0,702202.6431718062,50.0,105.0,1.08,0.572,0.972,4554285.714285715,2125333.3333333335,5.675,0.04129955947136564,1.5418502202643172,8480.176211453745,0.061985570890840655,42539190.0,0.02042659974905897,1178605.8127753304,64.0,3.8155121050473024,17.27748941188629,13.461977306838985,1,14,10,2361100.0,11801100.0,48.95577395577396,29513750.0,0,0,0,0,10701792.3,15.2
YHT568,Abeking,41.1,31800000.0,Premium-Luxury,0.1,Caribbean,6,,220000.0,1430900.0,0.0519166555906814,31000.0,0.967,617200.0,51.5,0.1,5005238.0,58066390.0,40053200.0,B-Grade,8.2,3.3,15.0,2024.0,4.0,26.0,23.3,475884.0,0.0,773722.6277372262,50.0,110.0,1.2,0.995,0.947,5300000.0,2120000.0,5.01219512195122,0.04450774434751647,1.4598540145985401,5352.79805352798,0.04499685534591195,50052380.0,0.01940880503144654,1412807.5425790753,0.010000000000000002,3.716008121502189,17.274976847750406,13.558968726248215,1,0,1,1650900.0,8253200.0,51.52300712896954,20636250.0,0,0,1,0,11613331.0,15.2
YHT678,Amels,43.6,31680000.0,Premium-Luxury,3.4,Spanish Coast,7,,220000.0,1849400.0,0.0653255452467072,35000.0,1.08,697100.0,45.4,0.1,3270138.0,33449183.3,42024700.0,B-Grade,6.8,2.8,11.0,2021.0,4.0,26.0,23.2,353735.0,0.0,726605.5045871559,50.0,115.0,1.08,0.789,0.885,4525714.285714285,2880000.0,6.411764705882353,0.03710199676200755,1.6055045871559632,5045.871559633028,0.05837752525252525,32701380.0,0.022004419191919193,767183.1032110092,11.559999999999999,3.775057150354989,17.2711961249105,13.49613897455551,1,2,10,2069400.0,10344700.0,45.445416726438104,25867500.0,0,0,0,0,6689891.2,15.2
YHT822,Ferretti,48.1,31540000.0,Premium-Luxury,6.8,South of France,8,,440000.0,1673600.0,0.0670182187738073,34000.0,1.12,687600.0,45.9,0.1,3344930.0,32172357.6,42105000.0,B-Grade,8.1,3.0,17.0,2018.0,8.0,26.0,23.0,359326.0,1.0,655717.2557172556,50.0,110.0,1.12,0.623,0.941,3942500.0,1855294.1176470588,5.938271604938272,0.0436333769667103,1.663201663201663,9147.609147609148,0.05306277742549144,33449300.0,0.021800887761572605,668863.9833679834,46.239999999999995,3.8732821771117156,17.266767139499166,13.39348496238745,1,8,9,2113600.0,10565000.0,45.86969168121001,26420000.0,0,0,0,0,6434524.5,15.2
YHT923,Amels,44.4,31430000.0,Premium-Luxury,5.1,Spanish Coast,7,,385000.0,1394000.0,0.0566088579871804,34000.0,1.08,677300.0,46.4,0.1,4266398.0,44707103.5,40320300.0,B-Grade,8.2,3.6,15.0,2019.0,7.0,26.0,20.0,387756.0,0.0,707882.882882883,50.0,115.0,1.08,0.701,0.885,4490000.0,2095333.3333333333,5.414634146341464,0.041199736321687545,1.5765765765765765,8671.171171171172,0.04435252943048043,42663980.0,0.021549475023862553,1006916.7454954955,26.009999999999998,3.7932394694381792,17.26327340877375,13.470033939335572,1,2,10,1779000.0,8890300.0,46.40484275800974,22237500.0,0,0,0,0,8941475.2,15.2
YHT500,Oceanco,42.9,31040000.0,Premium-Luxury,5.0,Antibes,7,,385000.0,2458100.0,0.0916008708412408,29000.0,1.152,571200.0,54.3,0.1,4360708.0,44517481.3,45252800.0,B-Grade,8.2,3.6,14.0,2019.0,7.0,26.0,22.4,429472.0,1.0,723543.1235431236,50.0,115.0,1.25,0.704,1.0,4434285.714285715,2217142.8571428573,5.231707317073171,0.03979760077321053,1.6317016317016317,8974.358974358975,0.07919136597938144,43607080.0,0.0184020618556701,1037703.5268065268,25.0,3.758871825933971,17.25078725327929,13.49191542734532,1,12,0,2843100.0,14212800.0,54.34173669467787,35538750.0,0,0,0,0,8903550.8,15.19
YHT068,Sunseeker,40.6,30700000.0,Premium-Luxury,6.3,Italian Riviera,5,15.0,900264.9673419017,2773491.32477525,0.1196663287334577,29193.049522924764,0.6972688763997816,407108.0967906586,75.40994699446232,142.1332237534528,3712.420964953099,26.11930459969543,49068781.46058576,B-Grade,,,,,,,,,,756157.6354679803,,,,,,6140000.0,,,,1.2315270935960592,22174.013973938465,0.0903417369633632,26.11930459969543,0.013260850058327642,0.6433326256082618,39.69,3.703768066607687,17.239773212557427,13.536005145949739,1,14,6,3673756.292117152,18368781.460585758,75.40994699446232,45921953.651464395,0,0,0,0,,
YHT339,Abeking,42.0,30640000.0,Premium-Luxury,4.2,Monaco,6,,220000.0,1282400.0,0.0490348669449579,36000.0,1.15,717800.0,42.7,0.1,6224909.0,80323741.9,38150700.0,B-Grade,8.1,3.5,13.0,2020.0,4.0,26.0,20.1,469571.0,0.0,729523.8095238095,50.0,110.0,1.15,0.747,0.863,5106666.666666667,2356923.076923077,5.185185185185185,0.03821281599059377,1.4285714285714284,5238.0952380952385,0.04185378590078329,62249090.0,0.023426892950391645,1912470.0452380953,17.64,3.7376696182833684,17.237816902836666,13.500147284553297,1,0,7,1502400.0,7510700.0,42.68598495402619,18780000.0,0,0,1,0,16064801.4,15.2
YHT796,Ferretti,40.8,30540000.0,Premium-Luxury,1.9,Dubai,6,,385000.0,1839600.0,0.0728501531051897,34000.0,1.18,682500.0,44.7,0.1,4379233.0,40849548.3,41659000.0,B-Grade,8.0,3.4,14.0,2023.0,7.0,26.0,20.6,468170.0,1.0,748529.4117647059,50.0,110.0,1.18,0.878,0.947,5090000.0,2181428.5714285714,5.1,0.0428921568627451,1.4705882352941178,9436.274509803921,0.06023575638506876,43792330.0,0.022347740667976426,1001214.4191176471,3.61,3.708682081410116,17.23454785775476,13.525865776344645,1,8,3,2224600.0,11119000.0,44.747252747252745,27807500.0,0,0,0,0,8169962.7,15.2
YHT644,Oceanco,45.8,30510000.0,Premium-Luxury,2.3,Singapore,7,,275000.0,1707600.0,0.0649918041287159,34000.0,1.194,686200.0,44.5,0.1,5820266.0,79064133.9,40419100.0,B-Grade,7.5,3.1,12.0,2022.0,5.0,26.0,19.7,431103.0,0.0,666157.2052401747,50.0,115.0,1.15,0.853,0.861,4358571.428571428,2542500.0,6.1066666666666665,0.034934497816593885,1.5283842794759828,6004.366812227075,0.055968534906588006,58202660.0,0.02249098656178302,1726291.1331877732,5.289999999999999,3.824284091120139,17.233565056692854,13.409280965572712,1,12,8,1982600.0,9909100.0,44.462255902069366,24782500.0,0,0,1,0,15812881.3,15.2
YHT351,Oceanco,48.7,30250000.0,Premium-Luxury,3.4,Singapore,8,,275000.0,2285500.0,0.0846433408509257,37000.0,1.259,741000.0,40.8,0.1,3553817.0,36812722.6,43052300.0,B-Grade,9.7,3.4,24.0,2021.0,5.0,26.0,19.6,322235.0,1.0,621149.8973305954,50.0,115.0,1.15,0.791,0.987,3781250.0,1260416.6666666667,5.020618556701032,0.05080547852410085,1.6427104722792607,5646.817248459959,0.07555371900826446,35538170.0,0.024495867768595043,755908.0616016428,11.559999999999999,3.885679030088544,17.225006742441124,13.33932771235258,1,12,8,2560500.0,12802300.0,40.823211875843455,32006250.0,0,0,0,0,7362599.0,15.2
YHT636,Amels,40.9,30250000.0,Premium-Luxury,6.0,Monaco,6,,220000.0,1239000.0,0.0482373193209072,36000.0,1.15,714800.0,42.3,0.1,4033033.0,41807830.9,37540900.0,B-Grade,6.2,2.3,8.0,2018.0,4.0,26.0,19.6,410796.0,1.0,739608.8019559903,50.0,115.0,1.15,0.657,0.879,5041666.666666667,3781250.0,6.596774193548387,0.031548229355627413,1.466992665036675,5378.973105134474,0.04095867768595041,40330330.0,0.023629752066115704,1022196.3545232274,36.0,3.711130063048756,17.225006742441124,13.513876679392368,1,2,7,1459000.0,7290900.0,42.31952993844432,18237500.0,0,0,0,0,8361620.7,15.2
YHT161,Sunseeker,48.5,30170000.0,Premium-Luxury,9.5,Monaco,6,15.0,751898.8747329509,2194175.196202186,0.0976491239951984,32163.60005936174,0.6426393012535087,413391.8693589108,72.98159987226579,129.9675998021017,4502.649697874412,34.644401410278256,44900370.35467568,B-Grade,,,,,,,,,,622061.8556701031,,,,,,5028333.333333333,,,,1.2371134020618557,15503.0695821227,0.07272705323838866,34.644401410278256,0.013702083836887993,0.714317554851098,90.25,3.8815637979434374,17.222358611135245,13.340794813191806,1,14,7,2946074.0709351366,14730370.35467568,72.98159987226579,36825925.88668921,0,0,0,0,,
YHT627,Benetti,67.9,30140000.0,Luxury,14.1,Fort Lauderdale,11,,330000.0,1820600.0,0.0713537176896009,37000.0,1.139,739700.0,40.7,0.1,3456959.0,28305190.2,40893800.0,B-Grade,12.9,5.3,57.0,2010.0,6.0,22.0,16.6,398581.0,0.0,443888.0706921944,75.0,110.0,1.12,0.374,0.89,2740000.0,528771.9298245613,5.263565891472869,0.06507517895674213,1.6200294550810013,4860.088365243004,0.06040477770404778,34569590.0,0.024542136695421365,416865.83505154634,198.81,4.21803603456465,17.221363751162624,13.003327716597973,2,5,4,2150600.0,10753800.0,40.746248479113156,26882500.0,0,1,0,0,5661101.0,22.7
YHT278,Oceanco,60.9,30060000.0,Luxury,16.1,Monaco,10,,385000.0,1927400.0,0.0769278905688611,32000.0,1.15,635200.0,47.3,0.1,3638054.0,27362273.8,41621700.0,B-Grade,11.2,4.2,36.0,2008.0,7.0,22.0,19.7,445273.0,0.0,493596.0591133005,75.0,115.0,1.15,0.324,0.804,3006000.0,835000.0,5.4375,0.052779732582688255,1.6420361247947455,6321.83908045977,0.06411842980705257,36380540.0,0.02113107119095143,449298.42036124796,259.21000000000004,4.109233174715851,17.218705942289102,13.109472767573251,2,12,7,2312400.0,11561700.0,47.32367758186398,28905000.0,0,1,0,0,5472519.3,22.7
YHT150,Abeking,48.2,29820000.0,Premium-Luxury,8.4,South of France,6,15.0,847273.850492489,2937089.3306210903,0.1269068806543789,26017.748013224,0.9747318957299032,507206.576871055,58.79261302950536,149.0457728771604,3136.13451972468,21.041418747980188,48741815.9055679,B-Grade,,,,,,,,,,618672.1991701245,,,,,,4970000.0,,,,1.2448132780082986,17578.29565337114,0.09849394133538197,21.041418747980188,0.01700893953289923,0.4365439574269748,70.56,3.8753590210565547,17.210689867300868,13.335330846244311,1,0,9,3784363.1811135793,18921815.9055679,58.79261302950536,47304539.76391974,0,0,0,0,,
